order_amount,downpayment_amount,principal_amount,num_instalments_initial,test_ab_version,pm_bincode,pm_card_bank,pm_card_country_code,pm_card_level,pm_card_type,postcode,region_cp,province_cp,locality_cp,pm_is_prepaid,pm_has_bank,pm_is_national,ba_postcode,cust_phone_country,cust_phone_prefix,checkout_user_agent_browser_family,checkout_user_agent_browser_version,checkout_user_agent_device_family,checkout_user_agent_device_brand,checkout_user_agent_device_model,checkout_user_agent_os_family,checkout_user_agent_os_version,checkout_user_agent_is_pc,checkout_user_agent_is_mobile,checkout_user_agent_is_tablet,checkout_user_agent_is_touch_capable,n_ips,n_distinct_ips,total_price,device_screen,device_browser_version,device_browser_language,device_browser_type,device_cookies_enabled,real_ip_parent_organization,real_ip_city,real_ip_region,real_ip_isp,providerZ_score,ip_userType,ip_reputation,log_providerA_score,ip_address.traits.user_type,providerY_score,payment_method_card_type,bank_countrycode,creditcard_level,creditcard_type,birthday_year,n_item,pm_bincode_na,cust_phone_prefix_na,checkout_user_agent_is_pc_na,checkout_user_agent_is_mobile_na,checkout_user_agent_is_tablet_na,checkout_user_agent_is_touch_capable_na,device_cookies_enabled_na,providerZ_score_na,ip_reputation_na,log_providerA_score_na,providerY_score_na
0.6656106032844205,0.4917328494367922,0.6686447907170758,0.9655172413793104,0.0,0.9418683014848153,0.6,0.5,0.4444444444444444,1.0,0.0,0.14285714285714285,0.4074074074074074,0.2857142857142857,0.0,1.0,1.0,0.0,1.0,0.0,0.6363636363636364,0.21428571428571427,0.4,0.0,0.4,0.5,0.25,0.0,1.0,0.0,1.0,0.040816326530612235,0.0,0.49568611470471835,0.45,0.9629629629629629,0.375,0.14285714285714285,1.0,0.2,0.75,0.7619047619047619,0.2222222222222222,0.08739837398373984,0.6666666666666666,1.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.14285714285714285,0.0,0.8055555555555571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7421966546794834,0.5686718506773156,0.7444041550099247,0.8965517241379309,0.0,0.5492673753777257,0.4666666666666667,0.5,0.1111111111111111,1.0,0.0,0.7857142857142857,0.8888888888888888,0.2857142857142857,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.9285714285714285,0.6000000000000001,0.5714285714285714,0.6000000000000001,0.0,0.75,1.0,0.0,0.0,0.0,0.020408163265306117,0.0,0.6126959083707656,0.25,0.9629629629629629,1.0,1.0,1.0,0.7000000000000001,0.625,0.7142857142857142,0.3333333333333333,0.12296747967479675,0.6666666666666666,1.0,0.038036458014756414,0.0,0.6000000000000001,0.6666666666666666,0.5,0.2857142857142857,1.0,0.9583333333333321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8495257503006339,0.6825102015513376,0.8502793172147574,0.7586206896551724,0.0,0.820088480184352,0.6666666666666666,0.5,0.4444444444444444,1.0,0.0,0.5,0.5185185185185185,0.2857142857142857,0.0,1.0,1.0,0.0,1.0,0.0,0.6363636363636364,0.07142857142857142,0.4,0.42857142857142855,0.4,0.5,0.75,0.0,1.0,0.0,1.0,0.040816326530612235,0.0,0.7758463624874921,0.8,0.9629629629629629,0.375,0.14285714285714285,1.0,0.4,0.625,0.42857142857142855,0.1111111111111111,0.06707317073170732,1.0,1.0,0.0,0.5,0.6000000000000001,1.0,0.5,0.14285714285714285,1.0,0.47222222222222143,0.02040816326530612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9264180037792822,0.7334469923968865,0.9274003047618932,0.9310344827586207,0.0,0.9418683014848153,0.6,0.5,0.4444444444444444,1.0,0.0,0.5,0.5185185185185185,0.14285714285714285,0.0,1.0,1.0,0.0,1.0,0.0,0.09090909090909091,0.5,0.6000000000000001,0.5714285714285714,0.6000000000000001,0.0,0.75,1.0,0.0,0.0,0.0,0.18367346938775508,0.0,0.8924530499407524,0.8,0.9629629629629629,0.5,0.14285714285714285,1.0,0.5,0.625,0.7142857142857142,0.8888888888888888,0.12195121951219513,0.6666666666666666,1.0,0.02643220582747302,0.0,0.8,0.3333333333333333,0.0,0.14285714285714285,0.0,0.47222222222222143,0.24489795918367344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7203583314683482,0.6136082837288961,0.719203518867624,0.48275862068965514,0.0,0.6138493369202109,0.8,0.0,0.0,0.0,0.0,0.9285714285714285,0.7407407407407407,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.0,0.8181818181818182,0.7142857142857142,0.8,0.8571428571428571,0.8,0.75,0.9166666666666666,0.0,1.0,0.0,1.0,0.020408163265306117,0.0,0.5763681089033718,0.8500000000000001,0.8518518518518519,0.875,0.42857142857142855,1.0,0.5,0.625,0.7142857142857142,0.8888888888888888,0.06504065040650407,0.6666666666666666,1.0,0.0,0.0,0.4000000000000001,0.3333333333333333,0.0,0.14285714285714285,0.0,0.7638888888888893,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8238145037969455,0.6590172688529154,0.8247579452086662,0.7586206896551724,0.0,0.31721341768299327,0.4666666666666667,0.5,0.7777777777777777,0.5,0.0,1.0,1.0,0.2857142857142857,0.0,1.0,1.0,0.0,1.0,0.0,0.5454545454545454,0.9285714285714285,0.4,0.14285714285714285,0.4,0.5,0.25,0.0,1.0,0.0,1.0,0.040816326530612235,0.0,0.7361135806750283,0.35000000000000003,0.48148148148148145,0.75,0.14285714285714285,1.0,0.55,0.625,0.9047619047619047,0.2222222222222222,0.4969512195121952,0.6666666666666666,1.0,0.0,0.0,0.2,0.6666666666666666,0.5,0.7142857142857142,0.5,0.8055555555555571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7726388259194645,0.6901745510937085,0.7686341104387092,0.31034482758620685,0.0,0.4307593643340075,0.7333333333333333,0.5,0.7777777777777777,0.5,0.0,0.07142857142857142,0.0,0.2857142857142857,0.0,1.0,1.0,0.0,1.0,0.0,0.6363636363636364,0.07142857142857142,0.4,0.0,0.4,0.5,0.75,0.0,1.0,0.0,1.0,0.020408163265306117,0.0,0.6573691668529735,0.45,0.2962962962962963,0.5,0.14285714285714285,1.0,0.0,0.625,0.23809523809523808,0.6666666666666666,0.06504065040650407,0.6666666666666666,1.0,0.3232980271765189,0.0,0.8,0.6666666666666666,0.5,0.7142857142857142,0.5,0.7916666666666679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8441876343234047,0.6729926591364861,0.8451858930306753,0.9310344827586207,0.0,0.8948292354181615,0.6666666666666666,0.5,0.4444444444444444,1.0,0.0,0.8571428571428571,0.1111111111111111,0.2857142857142857,0.0,1.0,1.0,0.0,1.0,0.0,0.6363636363636364,0.7857142857142857,0.2,0.42857142857142855,0.2,0.5,0.75,0.0,1.0,0.0,1.0,0.040816326530612235,0.0,0.767857343777786,0.65,0.25925925925925924,0.5,0.14285714285714285,1.0,0.45,0.625,0.9047619047619047,0.3333333333333333,0.05487804878048781,0.6666666666666666,1.0,0.0,0.0,0.4000000000000001,1.0,0.5,0.42857142857142855,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7969331499093402,0.6344488304939486,0.7980753944093678,0.7586206896551724,0.0,0.9637709515424251,0.8666666666666667,0.5,0.5555555555555556,1.0,0.0,0.8571428571428571,0.1111111111111111,0.2857142857142857,0.0,1.0,1.0,0.0,1.0,0.0,0.09090909090909091,0.5,0.6000000000000001,0.5714285714285714,0.6000000000000001,0.0,0.75,1.0,0.0,0.0,0.0,0.040816326530612235,0.0,0.6891422837945167,0.8,0.2222222222222222,0.375,0.14285714285714285,0.0,0.6000000000000001,0.625,0.047619047619047616,0.2222222222222222,0.4969512195121952,0.6666666666666666,1.0,0.07692823271467591,0.0,0.4000000000000001,1.0,0.5,0.2857142857142857,1.0,0.6388888888888893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6888204812997563,0.5847736553820213,0.6878997832788968,0.48275862068965514,0.0,0.6317800386964936,0.06666666666666667,0.5,0.1111111111111111,1.0,0.0,0.2857142857142857,0.18518518518518517,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.09090909090909091,0.7857142857142857,0.6000000000000001,0.5714285714285714,0.6000000000000001,0.0,0.75,1.0,0.0,0.0,0.0,0.040816326530612235,0.0,0.5313215491998301,0.15000000000000002,1.0,0.625,0.14285714285714285,1.0,0.8500000000000001,0.625,0.5714285714285714,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.8,0.6666666666666666,0.5,0.2857142857142857,1.0,0.6944444444444464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6810164186996301,0.59794257821227,0.6784929913340602,0.3448275862068966,1.0,0.969374334224657,0.0,0.5,0.4444444444444444,1.0,0.0,0.8571428571428571,0.9629629629629629,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.6363636363636364,1.0,1.0,1.0,1.0,0.5,0.75,0.0,1.0,0.0,1.0,0.020408163265306117,0.0,0.5162912790159245,0.35000000000000003,0.9629629629629629,0.625,0.14285714285714285,0.0,0.6000000000000001,0.625,0.7142857142857142,0.2222222222222222,0.06605691056910569,0.6666666666666666,1.0,0.0,0.0,0.4000000000000001,1.0,0.5,0.14285714285714285,1.0,0.7222222222222214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9316341007872118,0.7984864706211514,0.9294975935197536,0.48275862068965514,0.0,0.598485836648623,0.6666666666666666,0.5,0.7777777777777777,1.0,0.0,0.9285714285714285,0.7407407407407407,0.5714285714285714,0.0,1.0,1.0,0.0,1.0,0.0,0.09090909090909091,0.07142857142857142,0.6000000000000001,0.5714285714285714,0.6000000000000001,0.0,0.9166666666666666,1.0,0.0,0.0,0.0,0.040816326530612235,0.0,0.898705373385982,0.15000000000000002,0.14814814814814814,0.375,0.14285714285714285,1.0,0.7000000000000001,0.5,0.7142857142857142,0.3333333333333333,0.06402439024390244,0.6666666666666666,1.0,0.13852599566168727,0.0,0.8,0.6666666666666666,0.5,0.7142857142857142,1.0,0.7777777777777786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7342273487503186,0.685594151206447,0.726960683008871,0.20689655172413793,0.0,0.21416226439705222,0.2,0.5,0.1111111111111111,1.0,0.0,0.8571428571428571,0.2962962962962963,0.2857142857142857,0.0,1.0,1.0,0.0,1.0,0.0,0.6363636363636364,0.5,0.4,0.0,0.4,0.5,0.25,0.0,1.0,0.0,1.0,0.08163265306122448,0.0,0.5993716712428158,0.45,0.7037037037037037,0.625,0.14285714285714285,1.0,0.55,0.625,0.6666666666666666,0.6666666666666666,0.4969512195121952,1.0,1.0,0.6210162071556653,0.5,0.6000000000000001,0.6666666666666666,0.5,1.0,1.0,0.9444444444444464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6790244825513803,0.5185622941016953,0.6813920124461182,0.9655172413793104,0.0,0.6138493369202109,0.8,0.0,0.0,0.0,0.0,0.8571428571428571,0.9259259259259258,0.2857142857142857,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.9285714285714285,0.6000000000000001,0.5714285714285714,0.6000000000000001,0.0,0.75,1.0,0.0,0.0,0.0,0.061224489795918366,0.0,0.5207123230785146,0.25,0.9629629629629629,1.0,1.0,1.0,0.9500000000000001,0.625,0.6190476190476191,0.6666666666666666,0.12296747967479675,0.6666666666666666,1.0,0.0,0.0,0.4000000000000001,0.3333333333333333,0.0,0.14285714285714285,0.0,0.625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9335030058789768,0.7709232177358243,0.9330763124036895,0.7586206896551724,0.0,0.9418683014848153,0.6,0.5,0.4444444444444444,1.0,0.0,0.2857142857142857,0.25925925925925924,0.2857142857142857,0.0,1.0,1.0,0.0,1.0,0.0,0.5454545454545454,0.9285714285714285,0.4,0.8571428571428571,0.4,0.75,0.9166666666666666,0.0,0.0,1.0,1.0,0.061224489795918366,0.0,0.9015030336875478,0.8,0.8518518518518519,0.875,0.42857142857142855,1.0,0.4,0.625,0.6666666666666666,0.1111111111111111,0.06808943089430895,1.0,1.0,0.0,0.0,0.6000000000000001,1.0,0.5,0.42857142857142855,1.0,0.625,0.3061224489795918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
